
TEST CASES
case	Адрес	Стоимость заказа	Высота заказа	Длина заказа	Ширина заказа	Вес заказа	pairings
Высота заказа	Длина заказа	60,1	Не заполнено	1	92
Высота заказа	Длина заказа	15	0	1	127
Высота заказа	Длина заказа	15	0,1	3	72, 144, 152
Высота заказа	Длина заказа	15	20	2	42, 148
Высота заказа	Длина заказа	15	39,9	1	180
Высота заказа	Длина заказа	15	40	1	22
Высота заказа	Длина заказа	15	40,1	2	32, 142
Высота заказа	Длина заказа	15	10	2	7, 80
Высота заказа	Длина заказа	15	19,9	3	13, 82, 172
Высота заказа	Длина заказа	15	20,1	2	110, 149
Высота заказа	Длина заказа	15	30	1	108
Высота заказа	Длина заказа	15	Не заполнено	2	89, 173
Высота заказа	Длина заказа	29,9	0	2	67, 133
Высота заказа	Длина заказа	29,9	0,1	1	129
Высота заказа	Длина заказа	29,9	20	1	168
Высота заказа	Длина заказа	29,9	39,9	1	93
Высота заказа	Длина заказа	29,9	40	2	31, 189
Высота заказа	Длина заказа	29,9	40,1	1	21
Высота заказа	Длина заказа	29,9	10	2	14, 151
Высота заказа	Длина заказа	29,9	19,9	2	8, 73
Высота заказа	Длина заказа	29,9	20,1	2	107, 124
Высота заказа	Длина заказа	29,9	30	1	83
Высота заказа	Длина заказа	29,9	Не заполнено	1	115
Высота заказа	Длина заказа	30,1	0	1	60
Высота заказа	Длина заказа	30,1	0,1	1	119
Высота заказа	Длина заказа	30,1	20	2	87, 123
Высота заказа	Длина заказа	30,1	39,9	2	114, 159
Высота заказа	Длина заказа	30,1	40	2	143, 169
Высота заказа	Длина заказа	30,1	40,1	1	171
Высота заказа	Длина заказа	30,1	10	1	98
Высота заказа	Длина заказа	30,1	19,9	1	99
Высота заказа	Длина заказа	30,1	20,1	2	33, 74
Высота заказа	Длина заказа	30,1	30	2	45, 147
Высота заказа	Длина заказа	30,1	Не заполнено	2	54, 104
Высота заказа	Длина заказа	45	0	1	53
Высота заказа	Длина заказа	45	0,1	2	88, 100
Высота заказа	Длина заказа	45	20	1	161
Высота заказа	Длина заказа	45	39,9	2	103, 146
Высота заказа	Длина заказа	45	40	1	163
Высота заказа	Длина заказа	45	40,1	1	166
Высота заказа	Длина заказа	45	10	2	116, 170
Высота заказа	Длина заказа	45	19,9	1	176
Высота заказа	Длина заказа	45	20,1	2	46, 175
Высота заказа	Длина заказа	45	30	3	34, 75, 113
Высота заказа	Длина заказа	45	Не заполнено	2	59, 139
Высота заказа	Длина заказа	Не заполнено	0	2	43, 145
Высота заказа	Длина заказа	Не заполнено	0,1	1	158
Высота заказа	Длина заказа	Не заполнено	20	1	97
Высота заказа	Длина заказа	Не заполнено	39,9	1	179
Высота заказа	Длина заказа	Не заполнено	40	1	91
Высота заказа	Длина заказа	Не заполнено	40,1	2	78, 109
Высота заказа	Длина заказа	Не заполнено	10	1	165
Высота заказа	Длина заказа	Не заполнено	19,9	1	118
Высота заказа	Длина заказа	Не заполнено	20,1	2	52, 112
Высота заказа	Длина заказа	Не заполнено	30	2	62, 162
Высота заказа	Длина заказа	Не заполнено	Не заполнено	2	35, 178
Высота заказа	Адрес	0	город из РФ на латинице (Novosibirsk)	2	1, 68
Высота заказа	Адрес	0	город из РФ на кириллице (Новосибирск)	3	36, 61, 135
Высота заказа	Адрес	0	город не из РФ на латинице (Minsk)	2	51, 174
Высота заказа	Адрес	0	город не из РФ на кириллице (Минск)	2	20, 132
Высота заказа	Адрес	0	Верхний регистр, любой алфавит (МОСКВА)	2	86, 157
Высота заказа	Адрес	0	Нижний регистр, любой алфавит (almaty)	2	26, 76
Высота заказа	Адрес	0	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	11, 140
Высота заказа	Адрес	0	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	44, 120
Высота заказа	Адрес	0,1	город из РФ на латинице (Novosibirsk)	3	49, 64, 121
Высота заказа	Адрес	0,1	город из РФ на кириллице (Новосибирск)	2	2, 77
Высота заказа	Адрес	0,1	город не из РФ на латинице (Minsk)	2	19, 181
Высота заказа	Адрес	0,1	город не из РФ на кириллице (Минск)	2	94, 164
Высота заказа	Адрес	0,1	Верхний регистр, любой алфавит (МОСКВА)	2	25, 156
Высота заказа	Адрес	0,1	Нижний регистр, любой алфавит (almaty)	3	58, 81, 106
Высота заказа	Адрес	0,1	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	37, 134
Высота заказа	Адрес	0,1	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	12, 183
Высота заказа	Адрес	30	город из РФ на латинице (Novosibirsk)	2	105, 185
Высота заказа	Адрес	30	город из РФ на кириллице (Новосибирск)	2	18, 137
Высота заказа	Адрес	30	город не из РФ на латинице (Minsk)	2	3, 63
Высота заказа	Адрес	30	город не из РФ на кириллице (Минск)	2	57, 177
Высота заказа	Адрес	30	Верхний регистр, любой алфавит (МОСКВА)	2	9, 160
Высота заказа	Адрес	30	Нижний регистр, любой алфавит (almaty)	2	38, 125
Высота заказа	Адрес	30	Название города через один дефис, любой алфавит (Санкт-Петербург)	3	50, 85, 95
Высота заказа	Адрес	30	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	28, 138
Высота заказа	Адрес	59,9	город из РФ на латинице (Novosibirsk)	2	17, 184
Высота заказа	Адрес	59,9	город из РФ на кириллице (Новосибирск)	3	101, 167, 186
Высота заказа	Адрес	59,9	город не из РФ на латинице (Minsk)	2	47, 154
Высота заказа	Адрес	59,9	город не из РФ на кириллице (Минск)	1	4
Высота заказа	Адрес	59,9	Верхний регистр, любой алфавит (МОСКВА)	3	39, 66, 117
Высота заказа	Адрес	59,9	Нижний регистр, любой алфавит (almaty)	3	10, 96, 126
Высота заказа	Адрес	59,9	Название города через один дефис, любой алфавит (Санкт-Петербург)	1	27
Высота заказа	Адрес	59,9	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	56, 136
Высота заказа	Адрес	60	город из РФ на латинице (Novosibirsk)	3	84, 128, 141
Высота заказа	Адрес	60	город из РФ на кириллице (Новосибирск)	2	30, 55
Высота заказа	Адрес	60	город не из РФ на латинице (Minsk)	2	15, 130
Высота заказа	Адрес	60	город не из РФ на кириллице (Минск)	3	48, 111, 182
Высота заказа	Адрес	60	Верхний регистр, любой алфавит (МОСКВА)	2	5, 122
Высота заказа	Адрес	60	Нижний регистр, любой алфавит (almaty)	2	40, 153
Высота заказа	Адрес	60	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	70, 188
Высота заказа	Адрес	60	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	24, 65
Высота заказа	Адрес	60,1	город из РФ на латинице (Novosibirsk)	3	29, 71, 131
Высота заказа	Адрес	60,1	город из РФ на кириллице (Новосибирск)	1	90
Высота заказа	Адрес	60,1	город не из РФ на латинице (Minsk)	1	41
Высота заказа	Адрес	60,1	город не из РФ на кириллице (Минск)	3	16, 92, 155
Высота заказа	Адрес	60,1	Верхний регистр, любой алфавит (МОСКВА)	2	79, 187
Высота заказа	Адрес	60,1	Нижний регистр, любой алфавит (almaty)	1	6
Высота заказа	Адрес	60,1	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	23, 69
Высота заказа	Адрес	60,1	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	102, 150
Высота заказа	Адрес	15	город из РФ на латинице (Novosibirsk)	2	13, 89
Высота заказа	Адрес	15	город из РФ на кириллице (Новосибирск)	2	108, 173
Высота заказа	Адрес	15	город не из РФ на латинице (Minsk)	3	127, 142, 144
Высота заказа	Адрес	15	город не из РФ на кириллице (Минск)	2	32, 80
Высота заказа	Адрес	15	Верхний регистр, любой алфавит (МОСКВА)	3	72, 82, 149
Высота заказа	Адрес	15	Нижний регистр, любой алфавит (almaty)	3	22, 152, 172
Высота заказа	Адрес	15	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	7, 180
Высота заказа	Адрес	15	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	3	42, 110, 148
Высота заказа	Адрес	29,9	город из РФ на латинице (Novosibirsk)	2	73, 151
Высота заказа	Адрес	29,9	город из РФ на кириллице (Новосибирск)	2	14, 93
Высота заказа	Адрес	29,9	город не из РФ на латинице (Minsk)	2	31, 115
Высота заказа	Адрес	29,9	город не из РФ на кириллице (Минск)	1	67
Высота заказа	Адрес	29,9	Верхний регистр, любой алфавит (МОСКВА)	3	21, 129, 189
Высота заказа	Адрес	29,9	Нижний регистр, любой алфавит (almaty)	2	107, 133
Высота заказа	Адрес	29,9	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	124, 168
Высота заказа	Адрес	29,9	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	8, 83
Высота заказа	Адрес	30,1	город из РФ на латинице (Novosibirsk)	2	119, 159
Высота заказа	Адрес	30,1	город из РФ на кириллице (Новосибирск)	2	87, 147
Высота заказа	Адрес	30,1	город не из РФ на латинице (Minsk)	3	33, 60, 98
Высота заказа	Адрес	30,1	город не из РФ на кириллице (Минск)	2	74, 171
Высота заказа	Адрес	30,1	Верхний регистр, любой алфавит (МОСКВА)	2	45, 54
Высота заказа	Адрес	30,1	Нижний регистр, любой алфавит (almaty)	2	123, 143
Высота заказа	Адрес	30,1	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	104, 114
Высота заказа	Адрес	30,1	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	99, 169
Высота заказа	Адрес	45	город из РФ на латинице (Novosibirsk)	2	53, 166
Высота заказа	Адрес	45	город из РФ на кириллице (Новосибирск)	2	116, 161
Высота заказа	Адрес	45	город не из РФ на латинице (Minsk)	3	75, 88, 176
Высота заказа	Адрес	45	город не из РФ на кириллице (Минск)	2	34, 59
Высота заказа	Адрес	45	Верхний регистр, любой алфавит (МОСКВА)	1	100
Высота заказа	Адрес	45	Нижний регистр, любой алфавит (almaty)	2	46, 146
Высота заказа	Адрес	45	Название города через один дефис, любой алфавит (Санкт-Петербург)	3	113, 163, 175
Высота заказа	Адрес	45	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	3	103, 139, 170
Высота заказа	Адрес	Не заполнено	город из РФ на латинице (Novosibirsk)	2	35, 97
Высота заказа	Адрес	Не заполнено	город из РФ на кириллице (Новосибирск)	3	43, 78, 178
Высота заказа	Адрес	Не заполнено	город не из РФ на латинице (Minsk)	2	109, 165
Высота заказа	Адрес	Не заполнено	город не из РФ на кириллице (Минск)	2	118, 145
Высота заказа	Адрес	Не заполнено	Верхний регистр, любой алфавит (МОСКВА)	2	112, 179
Высота заказа	Адрес	Не заполнено	Нижний регистр, любой алфавит (almaty)	2	62, 158
Высота заказа	Адрес	Не заполнено	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	52, 162
Высота заказа	Адрес	Не заполнено	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	1	91
Длина заказа	Адрес	0	город из РФ на латинице (Novosibirsk)	2	1, 53
Длина заказа	Адрес	0	город из РФ на кириллице (Новосибирск)	2	18, 43
Длина заказа	Адрес	0	город не из РФ на латинице (Minsk)	3	60, 127, 154
Длина заказа	Адрес	0	город не из РФ на кириллице (Минск)	2	67, 145
Длина заказа	Адрес	0	Верхний регистр, любой алфавит (МОСКВА)	3	79, 156, 187
Длина заказа	Адрес	0	Нижний регистр, любой алфавит (almaty)	2	40, 133
Длина заказа	Адрес	0	Название города через один дефис, любой алфавит (Санкт-Петербург)	1	27
Длина заказа	Адрес	0	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	12, 138
Длина заказа	Адрес	0,1	город из РФ на латинице (Novosibirsk)	2	17, 119
Длина заказа	Адрес	0,1	город из РФ на кириллице (Новосибирск)	1	2
Длина заказа	Адрес	0,1	город не из РФ на латинице (Minsk)	3	41, 88, 144
Длина заказа	Адрес	0,1	город не из РФ на кириллице (Минск)	1	48
Длина заказа	Адрес	0,1	Верхний регистр, любой алфавит (МОСКВА)	3	72, 100, 129
Длина заказа	Адрес	0,1	Нижний регистр, любой алфавит (almaty)	3	106, 152, 158
Длина заказа	Адрес	0,1	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	11, 85
Длина заказа	Адрес	0,1	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	28, 136
Длина заказа	Адрес	20	город из РФ на латинице (Novosibirsk)	2	97, 184
Длина заказа	Адрес	20	город из РФ на кириллице (Новосибирск)	3	55, 87, 161
Длина заказа	Адрес	20	город не из РФ на латинице (Minsk)	2	3, 130
Длина заказа	Адрес	20	город не из РФ на кириллице (Минск)	2	20, 164
Длина заказа	Адрес	20	Верхний регистр, любой алфавит (МОСКВА)	2	25, 157
Длина заказа	Адрес	20	Нижний регистр, любой алфавит (almaty)	3	10, 76, 123
Длина заказа	Адрес	20	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	69, 168
Длина заказа	Адрес	20	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	42, 148
Длина заказа	Адрес	39,9	город из РФ на латинице (Novosibirsk)	4	71, 128, 131, 159
Длина заказа	Адрес	39,9	город из РФ на кириллице (Новосибирск)	2	93, 137
Длина заказа	Адрес	39,9	город не из РФ на латинице (Minsk)	1	19
Длина заказа	Адрес	39,9	город не из РФ на кириллице (Минск)	1	4
Длина заказа	Адрес	39,9	Верхний регистр, любой алфавит (МОСКВА)	3	9, 86, 179
Длина заказа	Адрес	39,9	Нижний регистр, любой алфавит (almaty)	2	26, 146
Длина заказа	Адрес	39,9	Название города через один дефис, любой алфавит (Санкт-Петербург)	3	114, 134, 180
Длина заказа	Адрес	39,9	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	65, 103
Длина заказа	Адрес	40	город из РФ на латинице (Novosibirsk)	2	64, 185
Длина заказа	Адрес	40	город из РФ на кириллице (Новосибирск)	2	36, 135
Длина заказа	Адрес	40	город не из РФ на латинице (Minsk)	2	31, 47
Длина заказа	Адрес	40	город не из РФ на кириллице (Минск)	3	16, 57, 155
Длина заказа	Адрес	40	Верхний регистр, любой алфавит (МОСКВА)	2	5, 189
Длина заказа	Адрес	40	Нижний регистр, любой алфавит (almaty)	2	22, 143
Длина заказа	Адрес	40	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	70, 163
Длина заказа	Адрес	40	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	3	91, 120, 169
Длина заказа	Адрес	40,1	город из РФ на латинице (Novosibirsk)	2	68, 166
Длина заказа	Адрес	40,1	город из РФ на кириллице (Новосибирск)	2	78, 186
Длина заказа	Адрес	40,1	город не из РФ на латинице (Minsk)	3	15, 109, 142
Длина заказа	Адрес	40,1	город не из РФ на кириллице (Минск)	2	32, 171
Длина заказа	Адрес	40,1	Верхний регистр, любой алфавит (МОСКВА)	2	21, 122
Длина заказа	Адрес	40,1	Нижний регистр, любой алфавит (almaty)	2	6, 153
Длина заказа	Адрес	40,1	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	37, 50
Длина заказа	Адрес	40,1	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	3	56, 150, 183
Длина заказа	Адрес	10	город из РФ на латинице (Novosibirsk)	3	29, 49, 151
Длина заказа	Адрес	10	город из РФ на кириллице (Новосибирск)	2	14, 116
Длина заказа	Адрес	10	город не из РФ на латинице (Minsk)	3	98, 165, 181
Длина заказа	Адрес	10	город не из РФ на кириллице (Минск)	3	80, 132, 182
Длина заказа	Адрес	10	Верхний регистр, любой алфавит (МОСКВА)	1	66
Длина заказа	Адрес	10	Нижний регистр, любой алфавит (almaty)	2	38, 81
Длина заказа	Адрес	10	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	7, 188
Длина заказа	Адрес	10	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	24, 170
Длина заказа	Адрес	19,9	город из РФ на латинице (Novosibirsk)	2	13, 73
Длина заказа	Адрес	19,9	город из РФ на кириллице (Новосибирск)	3	30, 101, 167
Длина заказа	Адрес	19,9	город не из РФ на латинице (Minsk)	2	63, 176
Длина заказа	Адрес	19,9	город не из РФ на кириллице (Минск)	1	118
Длина заказа	Адрес	19,9	Верхний регистр, любой алфавит (МОСКВА)	2	39, 82
Длина заказа	Адрес	19,9	Нижний регистр, любой алфавит (almaty)	2	58, 172
Длина заказа	Адрес	19,9	Название города через один дефис, любой алфавит (Санкт-Петербург)	2	23, 140
Длина заказа	Адрес	19,9	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	8, 99
Длина заказа	Адрес	20,1	город из РФ на латинице (Novosibirsk)	2	84, 105
Длина заказа	Адрес	20,1	город из РФ на кириллице (Новосибирск)	2	61, 90
Длина заказа	Адрес	20,1	город не из РФ на латинице (Minsk)	1	33
Длина заказа	Адрес	20,1	город не из РФ на кириллице (Минск)	2	74, 94
Длина заказа	Адрес	20,1	Верхний регистр, любой алфавит (МОСКВА)	3	112, 149, 160
Длина заказа	Адрес	20,1	Нижний регистр, любой алфавит (almaty)	3	46, 107, 126
Длина заказа	Адрес	20,1	Название города через один дефис, любой алфавит (Санкт-Петербург)	3	52, 124, 175
Длина заказа	Адрес	20,1	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	1	110
Длина заказа	Адрес	30	город из РФ на латинице (Novosibirsk)	2	121, 141
Длина заказа	Адрес	30	город из РФ на кириллице (Новосибирск)	2	108, 147
Длина заказа	Адрес	30	город не из РФ на латинице (Minsk)	3	51, 75, 174
Длина заказа	Адрес	30	город не из РФ на кириллице (Минск)	2	34, 177
Длина заказа	Адрес	30	Верхний регистр, любой алфавит (МОСКВА)	2	45, 117
Длина заказа	Адрес	30	Нижний регистр, любой алфавит (almaty)	1	62
Длина заказа	Адрес	30	Название города через один дефис, любой алфавит (Санкт-Петербург)	3	95, 113, 162
Длина заказа	Адрес	30	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	83, 102
Длина заказа	Адрес	Не заполнено	город из РФ на латинице (Novosibirsk)	2	35, 89
Длина заказа	Адрес	Не заполнено	город из РФ на кириллице (Новосибирск)	3	77, 173, 178
Длина заказа	Адрес	Не заполнено	город не из РФ на латинице (Minsk)	1	115
Длина заказа	Адрес	Не заполнено	город не из РФ на кириллице (Минск)	3	59, 92, 111
Длина заказа	Адрес	Не заполнено	Верхний регистр, любой алфавит (МОСКВА)	1	54
Длина заказа	Адрес	Не заполнено	Нижний регистр, любой алфавит (almaty)	2	96, 125
Длина заказа	Адрес	Не заполнено	Название города через один дефис, любой алфавит (Санкт-Петербург)	1	104
Длина заказа	Адрес	Не заполнено	Название города через два дефиса, любой алфавит (Комсомольск-на-Амуре)	2	44, 139
